Entity,Definition,Images
Land,"Land, also known as dry land, ground, or earth, is the solid terrestrial surface of Earth not submerged by the ocean or another body of water.","['https://upload.wikimedia.org/wikipedia/commons/5/5b/2013-morbihan-ile-berder-rankosol-granite0109.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/AlluvialPlain.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Checkerboard_forest_in_Idaho.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Coastline_as_seen_from_Chimney_Rock%2C_Point_Reyes_National_Seashore.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Cloning,"Cloning is the process of producing individual organisms with identical genomes, either by natural or artificial means.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Doctor_Who_Experience_London_Olympia_%285502759139%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Dolly_clone.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Edinburgh_July_2014_IMG_4384_%2814507598508%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Human_cell-line_colony_being_cloned_in_vitro_through_use_of_cloning_rings.jpg']"
Addn,Not found on Wikipedia,['Image not found']
Radiography,"Radiography is an imaging technique using X-rays, gamma rays, or similar ionizing radiation and non-ionizing radiation to view the internal form of an object.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/AP_lumbar_xray.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Cerebral_angiography%2C_arteria_vertebralis_sinister_injection.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Coude_fp.PNG', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Crookes_tube_xray_experiment.jpg']"
Linen,Linen () is a textile made from the fibers of the flax plant.,"['https://upload.wikimedia.org/wikipedia/commons/1/15/A_bag_of_white_linen%2C_unopened._Contains_rolls_of_linen_only._Foundation_deposit%2C_Heb_Sed_Chapel_at_Lahun%2C_Fayum%2C_Egypt._12th_Dynasty._The_Petrie_Museum_of_Egyptian_Archaeology%2C_London.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Ancient_Coptic_material.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Bielefeld_Germany_Linen_Notgeld_8_November_1923.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/B%C3%A4uerliche_Leinenweberei_-_4._Die_Herstellung_von_Leinwand.webm']"
Radio therapy,Not found on Wikipedia,['Image not found']
Beaker,Beaker may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Chromosome 21,Chromosome 21 is one of the 23 pairs of chromosomes in humans.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Human_chromosome_21_-_400_550_850_bphs.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Human_chromosome_21_ideogram_vertical.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Human_male_karyotpe_high_resolution_-_Chromosome_21.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Human_male_karyotpe_high_resolution_-_Chromosome_21_cropped.png']"
Coal mining,Coal mining is the process of extracting coal from the ground or from a mine.,"['https://upload.wikimedia.org/wikipedia/commons/a/a5/0_Frameries_-_Charbonnage_de_Crachet_Picquery_%281%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Boats_hauling_coal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Bota_coal_spoil_stones_at_Botayama_Wanpaku_Park.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/British.coalfields.19th.century.jpg']"
Silk,"Silk is a natural protein fiber, some forms of which can be woven into textiles.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/%22Almgrensrosen%22-_ett_100_%C3%A5r_gammalt_m%C3%B6nster_2013.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Afrasyab_Chinese_Embassy%2C_carrying_silk_and_a_string_of_silkworm_cocoons.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Anoniem_-_La_charmante_rencontre.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Antheraea_assama_from_Assam.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg']"
Juice,Juice is a drink made from the extraction or pressing of the natural liquid contained in fruit and vegetables.,"['https://upload.wikimedia.org/wikipedia/commons/5/5c/53f9da56f0a5c-458x456.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Afghan_pomegranates_getting_washed.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Hand_Press_Juicer.jpg']"
Stomach pain,Not found on Wikipedia,['Image not found']
Soil Soil,Not found on Wikipedia,['Image not found']
Conservation of nature,Not found on Wikipedia,['Image not found']
Jean-Baptiste Lamarck,"Jean-Baptiste Pierre Antoine de Monet, chevalier de Lamarck (1 August 1744 – 18 December 1829), often known simply as Lamarck (; French: [ʒɑ̃batist lamaʁk]), was a French naturalist, biologist, academic, and soldier.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Darwin%27s_finches_by_Gould.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Jean-Baptiste_Lamarck.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Jean-Baptiste_de_Lamarck.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Lamarck%27s_Two-Factor_Theory.svg']"
Mixture,"In chemistry, a mixture is a material made up of two or more different chemical substances which are not chemically bonded.","['https://upload.wikimedia.org/wikipedia/commons/0/0b/Mixtures_and_Pure_Substances_2x2.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Copper wire,Not found on Wikipedia,['Image not found']
Screw driver,Not found on Wikipedia,['Image not found']
Calcium carbide,"Calcium carbide, also known as calcium acetylide, is a chemical compound with the chemical formula of CaC2.","['https://upload.wikimedia.org/wikipedia/commons/0/05/Calcium_carbide_formula.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Carbide_lamp_lit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/GHS-pictogram-flamme.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Karbid_v%C3%A1penat%C3%BD.JPG']"
Rafic Party,Not found on Wikipedia,['Image not found']
OJ8110,Not found on Wikipedia,['Image not found']
Refrigeration,"The term refrigeration denotes cooling of a space, substance or system to lower and/or maintain its temperature below the ambient one (while the removed heat is rejected at a higher temperature).","['https://upload.wikimedia.org/wikipedia/commons/d/d6/AndrewMuhlPatent02.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/AppareilCarr%C3%A9.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Early_household_refrigerator_in_Popular_Science_1919.png', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Early_refrigerator_car_design_circa_1870.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Food_into_a_refrigerator_-_20111002.jpg']"
Positive voltage,Not found on Wikipedia,['Image not found']
Environmental management,Not found on Wikipedia,['Image not found']
Multiplication,"Multiplication (often denoted by the cross symbol ×, by the mid-line dot operator ⋅, by juxtaposition, or,  on computers, by an asterisk *) is one of the four elementary mathematical operations of arithmetic, with the other ones being addition, subtraction, and division.","['https://upload.wikimedia.org/wikipedia/commons/0/05/Gelosia_multiplication_45_256.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Komplexe_zahlenebene.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Multiplication_algorithm.GIF', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Multiplication_as_scaling_integers.gif', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Multiplication_chart.svg']"
Head,"A head is the part of an organism which usually includes the ears, brain, forehead, cheeks, chin, eyes, nose, and mouth, each of which aid in various sensory functions such as sight, hearing, smell, and taste.","['https://upload.wikimedia.org/wikipedia/commons/a/ab/Andrea_Vaccaro%2C_T%C3%AAte_de_Saint-Jean_Baptiste.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Bartholin_head_transect.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Beethovendeathmask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Domenico_Beccafumi_-_T%C3%AAte_de_jeune_homme.jpg']"
Cyclone Aila,Severe Cyclonic Storm Aila (JTWC designation: 02B) was the second named tropical cyclone of the 2009 North Indian Ocean cyclone season.,"['https://upload.wikimedia.org/wikipedia/commons/6/66/2009_North_Indian_Ocean_cyclone_season_summary.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Aila_2009_track.png', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/ArrowUp.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Ayela_Broke_A_Tree_And_Blocked_A_Residensce_Entrance.jpg']"
Linear escalator,Not found on Wikipedia,['Image not found']
Tallness,Not found on Wikipedia,['Image not found']
Electric instrument,Not found on Wikipedia,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']"
Ga1,Not found on Wikipedia,['Image not found']
Australia,"Australia, officially the Commonwealth of Australia, is a sovereign country comprising the mainland of the Australian continent, the island of Tasmania, and numerous smaller islands.","['https://upload.wikimedia.org/wikipedia/commons/4/42/2017_AFL_Grand_Final_panorama_during_national_anthem.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Anthony_Albanese_portrait_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Ausgeolbasic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/AustraliaPart1.ogg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/AustraliaPart2.ogg']"
Water Quality Parameter Water,Not found on Wikipedia,['Image not found']
Sun,The Sun is the star at the center of the Solar System.,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/-_panoramio_%28785%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/171879main_LimbFlareJan12_lg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/2017_Total_Solar_Eclipse_%2835909952653%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
FolWllJ'd,Not found on Wikipedia,['Image not found']
Ancient Earth,Not found on Wikipedia,['Image not found']
Energy saving bulb,Not found on Wikipedia,['Image not found']
Exhl'b,Not found on Wikipedia,['Image not found']
Wetland,"Wetlands, or simply a wetland, is a distinct ecosystem that is flooded or saturated by water, either permanently (for years or decades) or seasonally (for weeks or months).","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Atchafalaya_Basin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Broadmoor_Wildlife_Sanctuary_marsh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/CC_BY-SA_icon.svg']"
Four Fundamental Forces,Not found on Wikipedia,['Image not found']
Chang- es,Not found on Wikipedia,['Image not found']
Laptop,"A laptop computer or notebook computer, also known as a laptop or notebook for short, is a small, portable personal computer (PC).","['https://upload.wikimedia.org/wikipedia/commons/b/b5/3Com_modem_-_Ethernet_PCMCIA_in_IBM_9547.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Acer_CB5-311_series_touchpad.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Alan_Kay_and_the_prototype_of_Dynabook%2C_pt._5_%283010032738%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Alienware.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Astrid_Gruppefremvisning.jpg']"
Whfeh gu II,Not found on Wikipedia,['Image not found']
What to Do After an earthquake,Not found on Wikipedia,['Image not found']
Individual work,Not found on Wikipedia,['Image not found']
Classics,Classics or classical studies is the study of classical antiquity.,"['https://upload.wikimedia.org/wikipedia/commons/d/de/AncientGreekDialects_%28Woodard%29_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Catullus%2C_Itally.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Friedrich_August_Wolf_-_Imagines_philologorum.jpg']"
Great Ethiopian famine,Not found on Wikipedia,['Image not found']
Australian Plate,"The Australian Plate is a major tectonic plate in the eastern and, largely, southern hemispheres.","['https://upload.wikimedia.org/wikipedia/commons/c/c4/AustralianPlate.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Symbol_list_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Tectonic_plates_boundaries_World_map_Wt_180degE_centered-en.svg']"
Human mouth,"In human anatomy, the mouth is the first portion of the alimentary canal that receives food and produces saliva.","['https://upload.wikimedia.org/wikipedia/commons/c/c9/Adult_human_mouth_%28modified%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Blausen_0653_MouthAnatomy.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Floor_of_the_mouth.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Illu01_head_neck.jpg']"
Mango,A mango is an edible stone fruit produced by the tropical tree Mangifera indica.,"['https://upload.wikimedia.org/wikipedia/commons/c/c6/%27Himsagar%27_mango_stone_%28seed%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/09251jfFilipino_foods_fruits_Bulacan_landmarksfvf_37.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Carabao_mangoes_%28Philippines%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Coat_of_arms_of_the_Philippines.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Wheel,A wheel is a circular component that is intended to rotate on an axle bearing.,"['https://upload.wikimedia.org/wikipedia/commons/5/53/AluminumWheel_spoke_design.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/BMW_tire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Ezekiel%27s_vision.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/India_-_Kanchipuram_-_023_-_chariot_unveiled_for_upcoming_festival_%282507526057%29.jpg']"
Near-point of distinct vision,Not found on Wikipedia,['Image not found']
Cement,"A cement is a binder, a chemical substance used for construction that sets, hardens, and adheres to other materials to bind them together.","['https://upload.wikimedia.org/wikipedia/commons/5/56/Calcium_oxide_powder.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Cement_Capacity_2010.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Cement_Production_2010.png', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Co2-emissions-by-fuel-line1800-2018.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Formula One,Formula One (more commonly known as Formula 1 or F1) is the highest class of international racing for open-wheel single-seater formula racing cars sanctioned by the Fédération Internationale de l'Automobile (FIA).,"['https://upload.wikimedia.org/wikipedia/commons/7/70/1985_European_GP_Stefan_Johansson_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Alfa-Romeo-159-%281951%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Ayrton_Senna_1988_Canada.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/BMW_Sauber_F1.06_engine.jpg']"
