entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Iron,medication,Alloy,mixture,instance of,"Basically it is an alloy that is several times harder than iron.
"
Rust,mixture,Rust,mixture,different from,"Interestingly, it does not rust.
"
Immerse,cooking method,Water,None,made from material,"Task: Take two-thirds of water in a container and immerse a nail and a stainless steel spoon in it for a few days.
"
Rust,nonbiological component,Spoon,cookware and bakeware,part of,"Did you see any rust on the spoon?
"
Stainless steel,alloy steel,Iron,medication,different from,"No, because the properties of stainless steel are different from those of ordinary iron.
"
Water,None,Oxygen,chemical element,has parts of the class,"Since i t has not reacted with water and oxygen, i t has not rusted.
"
Nail,nan,Iron,medication,made from material,"But the nail has rusted because i t was made of ordinary iron.
"
Combustion,chemical reaction,Chemical reaction,chemical process,instance of,"Combustion Combustion is a chemical reaction in which an object reacts with oxygen to produce light and heat.
"
Irreversible change,change,Change,occurrence,subclass of,"Naturally this is an irreversible change.
"
Combustion,redox,Fire,physical phenomenon,has effect,"You have always seen fire burning as an example of combustion in your daily life.
"
Candle,goods,Combustion,redox,has quality,"If you observe closely at how a candle burns, you will understand combustion better.
"
Wick,light fixture,Wax,chemical substance,part of,"When the wax burns, some part of the wax melts into liquid and rises up the wick and burns.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"The heated-vaporized wax reacts with oxygen to form carbon dioxide and water, and produces light and heat.
"
Vapor,nan,Water,None,subclass of,"We cannot see them as produced carbon-dioxide is colourless and the water turns into vapour on heating.
"
Carbon dioxide,None,Water,None,has parts of the class,"In this case, chemical changes take place, because the carbon dioxide and water produced by burning wax are completely different substances and their properties are also different from wax.
"
Melting,change,Cooling,change,opposite of,"On the other hand, the part, that has melted and cooled down and solidified, has undergone a physical change rather than a chemical change.
"
Melting wax,wax,Wax,chemical substance,subclass of,"Because, by changing the state of wax by melting and without any change in properties, it has cooled down and solidified again to its former state.
"
Candle,goods,Wax,chemical substance,made from material,"Naturally this melting and condensation is a reversible change, because it is possible to collect the wax and renew it again to make a candle.
"
Combustion of wax,combustion,Combustion,redox,subclass of,"Combustion of wax Science 70 ·=•!..?.
"
Natural gas,mixture,Combustion,redox,subclass of,"n ~ m 'f2Sk: 'fake 1two-tlrlrds of wa1l:iell' n1t1 a ieo1t11l:ru1t1iell' md nmmiell'sie a 1t1ruli md 2 s1l:ruruess s1l:eeli spoo1t1 lllt1 n1l: fol!' 2 fow days,  �� �� � � ��� � �� � �� �� � �� �� �� � � Cooking by burning natural gas and wood or straw in our household is also an example of combustion.
"
Light,electromagnetic wave,Heat,physical quantity,has effect,"In each case, light and heat are produced.
"
Stomach,anatomical structure,Eating,activity,use,"Physical energy The different types of food that we eat accumulate in our stomach.
"
Digestion,biological process,Nutrient absorption,biological process,has effect,"After digestion, nutrients are absorbed into our body.
"
Blood,animal product,Oxygen,chemical element,contains,"This process is similar to combustion, because in order to complete it, blood in the body cells supplies oxygen.
"
Carbon dioxide,None,Water,None,has parts of the class,"After the process is completed, carbon dioxide and water are produced along with heat.
"
Energy,physical quantity,Energy,physical quantity,subclass of,"We use the energy generated by this process to perform various tasks throughout the day.
"
Wildfire,conflagration,Combustion,redox,subclass of,"Wildfire, a small candle or the combustion of our body cells, all are actually some kind of chemical change.
"
Carbon cycle,biogeochemical cycle,Water cycle,biogeochemical cycle,part of,"Water cycle, carbon cycle and oxygen cycle Water cycle All of you know that we get water from different sources.
"
Monsoon,rain,Rain,precipitation,subclass of,"For example, during monsoon, we get water from rain in our country.
"
Flood,natural disaster,Water,None,subclass of,"At times, different regions of the country are submerged in flood water from the upstream.
"
Monsoon,rain,Rain,precipitation,subclass of,"Where does the flood water come from and where does the rain water go after the monsoon?
"
Netherlands,country,Amsterdam,city,capital,"From where do they come back again next year?
"
Water,None,Water cycle,biogeochemical cycle,part of,"Water moves from one source to another in a cycle.
"
Rain,precipitation,Rain,precipitation,has cause,"You know how it rains.
"
Vapor,nan,Water,None,subclass of,"The heat of the sun turns the water on the surface of the earth into vapour.
"
Pond,lake,Water,None,subclass of,"The Changes around Us 71  water vapour created from the water in ponds, rivers, seas, canals goes up and cools down into water particles.
"
Cloud,natural phenomenon,Water,None,made from material,"Water particles combine to form clouds that float across the sky.
"
Rain,precipitation,Precipitation,nan,subclass of,"The smaller particles combine to form larger particles which then return to our earth’s surface as rainwater.
"
Hailstone,ice,Ice,nan,subclass of,"When the cloud water particles cool too much, they freeze and turn into ice particles, and sometimes they fall to the surface as hailstone.
"
Rain,precipitation,Water,None,subclass of,"Rainwater flows into the river and slowly flows from the river to the sea.
"
Rain,precipitation,Water,None,subclass of,"Thus, the surface water evaporates and turns into clouds and returns to the surface as rain again.
"
River,natural watercourse,Sea,geographic location,mouth of the watercourse,"This rain water goes back to the river, then back to the sea.
"
Water cycle,biogeochemical cycle,Water,None,uses,"Such movement of water is called water cycle, which is shown in the adjacent picture.
"
Sub-surface water,nan,Water,None,subclass of,"We know that a part of water is stored under the ground, it is called sub-surface water.
"
Irrigation,engineering process,Drinking water,drink,use,"We often use it for drinking, washing and irrigation.
"
Cloud,natural phenomenon,Wind,phenomenon,has cause,"In some places, the wind carries some of the water vapour to the mountain tops as clouds.
"
Snow,precipitation,Cloud,natural phenomenon,has cause,"Clouds cool down and form snow there.
"
